"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.117981043E1,-7.975769043E0,-4.448913574E0,-2.678527832E-1,9.136600513E0
1.118228235E1,-7.893753052E0,-4.340255737E0,-1.687774658E-1,9.009863647E0
1.118475427E1,-7.805328369E0,-4.224151611E0,-7.183837891E-2,8.875346108E0
1.118725672E1,-7.712661743E0,-4.103775024E0,2.296447754E-2,8.736512347E0
1.118972864E1,-7.618911743E0,-3.995117188E0,1.124420166E-1,8.603570230E0
1.119223108E1,-7.528366089E0,-3.888595581E0,1.923370361E-1,8.475521524E0
1.119470300E1,-7.434616089E0,-3.780990601E0,2.669067383E-1,8.345097095E0
1.119717493E1,-7.341949463E0,-3.671279907E0,3.393402100E-1,8.215696553E0
1.119964685E1,-7.255661011E0,-3.569015503E0,4.032592773E-1,8.095993232E0
1.120214929E1,-7.159790039E0,-3.464614868E0,4.618530273E-1,7.967399689E0
1.120462122E1,-7.068176270E0,-3.355957031E0,5.193786621E-1,7.841639979E0
1.120712366E1,-6.964843750E0,-3.248367310E0,5.715789795E-1,7.706337727E0
1.120959558E1,-6.861511230E0,-3.140777588E0,6.173858643E-1,7.571392575E0
1.121209802E1,-6.753921509E0,-3.024658203E0,6.610565186E-1,7.429738132E0
1.121456995E1,-6.639938354E0,-2.901092529E0,6.951446533E-1,7.279309397E0
1.121704187E1,-6.520629883E0,-2.748748779E0,7.143249512E-1,7.112277698E0
1.121954431E1,-6.387466431E0,-2.582580566E0,7.611846924E-1,6.931727917E0
1.122201624E1,-6.260696411E0,-2.449417114E0,8.144531250E-1,6.771949324E0
1.122448816E1,-6.148849487E0,-2.348220825E0,8.496093750E-1,6.636590024E0
1.122699060E1,-6.030609131E0,-2.245956421E0,8.741149902E-1,6.494354760E0
1.122946252E1,-5.905960083E0,-2.120254517E0,9.124603271E-1,6.341011557E0
1.123196497E1,-5.773880005E0,-1.992416382E0,9.508056641E-1,6.181540646E0
1.123443689E1,-5.651367188E0,-1.862457275E0,9.742431641E-1,6.029581074E0
1.123690881E1,-5.524597168E0,-1.729293823E0,9.998168945E-1,5.874628909E0
1.123941126E1,-5.396774292E0,-1.591873169E0,1.024307251E0,5.719129155E0
1.124188318E1,-5.272140503E0,-1.450195312E0,1.049880981E0,5.567834588E0
1.124435510E1,-5.150695801E0,-1.318099976E0,1.070114136E0,5.423301489E0
1.124685755E1,-5.031387329E0,-1.187072754E0,1.090362549E0,5.283265152E0
1.124932947E1,-4.914199829E0,-1.056045532E0,1.108474731E0,5.147165080E0
1.125180139E1,-4.802352905E0,-9.292907715E-1,1.129776001E0,5.020215989E0
1.125430383E1,-4.700088501E0,-7.929229736E-1,1.147888184E0,4.902775341E0
1.125677576E1,-4.599945068E0,-6.587066650E-1,1.161727905E0,4.789885263E0
1.125927820E1,-4.504074097E0,-5.330047607E-1,1.178771973E0,4.686179777E0
1.126175012E1,-4.418853760E0,-4.200897217E-1,1.192626953E0,4.596205280E0
1.126422205E1,-4.337890625E0,-3.156890869E-1,1.208602905E0,4.514163893E0
1.126672449E1,-4.256942749E0,-2.240753174E-1,1.224578857E0,4.435241222E0
1.126919641E1,-4.189819336E0,-1.345977783E-1,1.235229492E0,4.370182436E0
1.127166834E1,-4.121643066E0,-5.363464355E-2,1.244827271E0,4.305858007E0
1.127417078E1,-4.053466797E0,1.667785645E-2,1.257598877E0,4.244104871E0
1.127664270E1,-3.992752075E0,8.271789551E-2,1.261871338E0,4.188225240E0
1.127914514E1,-3.932037354E0,1.445007324E-1,1.265060425E0,4.133058926E0
1.128161707E1,-3.875579834E0,2.041625977E-1,1.266128540E0,4.082264432E0
1.128408899E1,-3.816986084E0,2.627410889E-1,1.262924194E0,4.029068523E0
1.128659143E1,-3.757324219E0,3.149414062E-1,1.253341675E0,3.973353587E0
1.128906336E1,-3.695541382E0,3.618164062E-1,1.243759155E0,3.915976769E0
1.129153528E1,-3.636947632E0,4.001617432E-1,1.237365723E0,3.862459246E0
1.129403772E1,-3.573043823E0,4.310607910E-1,1.221389771E0,3.800558977E0
1.129650964E1,-3.506988525E0,4.704742432E-1,1.192626953E0,3.733988964E0
1.129901209E1,-3.442016602E0,5.386505127E-1,1.150009155E0,3.668806852E0
1.130148401E1,-3.364242554E0,6.196136475E-1,1.135101318E0,3.604234182E0
1.130395593E1,-3.290740967E0,6.696777344E-1,1.130844116E0,3.543480322E0
1.130645838E1,-3.232147217E0,6.696777344E-1,1.115921021E0,3.484325419E0
1.130893030E1,-3.183151245E0,6.324005127E-1,1.089294434E0,3.423294410E0
1.131140222E1,-3.122436523E0,5.983123779E-1,1.071182251E0,3.354850065E0
1.131390466E1,-3.051055908E0,5.791320801E-1,1.060531616E0,3.281625120E0
1.131637659E1,-2.985015869E0,5.514373779E-1,1.042419434E0,3.209523515E0
1.131887903E1,-2.923233032E0,5.258636475E-1,1.010467529E0,3.137334627E0
1.132135095E1,-2.857177734E0,5.066986084E-1,9.859619141E-1,3.064690683E0
1.132382288E1,-2.792205811E0,4.875183105E-1,9.561309814E-1,2.991366551E0
1.132632532E1,-2.727218628E0,4.640808105E-1,9.284362793E-1,2.918062091E0
1.132879724E1,-2.675018311E0,4.310607910E-1,9.039306641E-1,2.856331040E0
1.133126917E1,-2.621749878E0,3.948364258E-1,8.762359619E-1,2.792357013E0
1.133374109E1,-2.563171387E0,3.479614258E-1,8.549346924E-1,2.724305056E0
1.133624353E1,-2.506713867E0,3.032226562E-1,8.357543945E-1,2.659707465E0
1.133874597E1,-2.450241089E0,2.510223389E-1,8.197784424E-1,2.595906451E0
1.134121790E1,-2.390594482E0,1.988372803E-1,8.069915771E-1,2.530951135E0
1.134368982E1,-2.334136963E0,1.445007324E-1,7.942199707E-1,2.469789705E0
1.134619226E1,-2.277679443E0,8.378601074E-2,7.867584229E-1,2.411189034E0
1.134866419E1,-2.222274780E0,2.200317383E-2,7.718505859E-1,2.352603380E0
1.135113611E1,-2.171142578E0,-3.979492188E-2,7.579956055E-1,2.300000232E0
1.135360803E1,-2.117889404E0,-8.026123047E-2,7.334899902E-1,2.242744961E0
1.135611048E1,-2.066757202E0,-9.304809570E-2,7.079315186E-1,2.186620753E0
1.135861292E1,-2.013488770E0,-1.026458740E-1,7.057952881E-1,2.136075886E0
1.136108484E1,-1.966613770E0,-1.409912109E-1,7.079315186E-1,2.094902211E0
1.136355676E1,-1.932525635E0,-2.070312500E-1,7.068634033E-1,2.068132766E0
1.136605920E1,-1.899505615E0,-2.656250000E-1,7.057952881E-1,2.043728263E0
1.136853113E1,-1.863281250E0,-2.752075195E-1,6.994018555E-1,2.009158817E0
1.137100305E1,-1.822814941E0,-2.485809326E-1,6.930084229E-1,1.965885924E0
1.137347498E1,-1.786590576E0,-2.176818848E-1,6.898193359E-1,1.927470365E0
1.137597742E1,-1.755691528E0,-2.102355957E-1,6.855621338E-1,1.896482847E0
1.137844934E1,-1.735458374E0,-2.038421631E-1,6.812896729E-1,1.875506069E0
1.138095178E1,-1.713088989E0,-1.825408936E-1,6.781005859E-1,1.851436055E0
1.138342371E1,-1.690719604E0,-1.431121826E-1,6.749114990E-1,1.826066650E0
1.138592615E1,-1.667282104E0,-8.985900879E-2,6.749114990E-1,1.800946915E0
1.138839807E1,-1.652359009E0,-5.044555664E-2,6.749114990E-1,1.785592501E0
1.139087000E1,-1.640640259E0,-1.847839355E-2,6.759643555E-1,1.774533663E0
1.139334192E1,-1.626800537E0,2.412414551E-2,6.749114990E-1,1.761410654E0
1.139584436E1,-1.616149902E0,7.525634766E-2,6.727752686E-1,1.752207347E0
1.139831628E1,-1.603363037E0,1.285247803E-1,6.781005859E-1,1.745597907E0
1.140081873E1,-1.593780518E0,1.913757324E-1,6.791687012E-1,1.742994875E0
1.140329065E1,-1.588455200E0,2.542266846E-1,6.717071533E-1,1.743276120E0
1.140579309E1,-1.574600220E0,3.234710693E-1,6.706390381E-1,1.741768097E0
1.140826502E1,-1.565017700E0,3.863220215E-1,6.812896729E-1,1.750051635E0
1.141073694E1,-1.557556152E0,4.214782715E-1,6.930084229E-1,1.756099591E0
1.141320886E1,-1.556488037E0,4.395751953E-1,6.983489990E-1,1.761695969E0
1.141571130E1,-1.545837402E0,4.726104736E-1,6.972808838E-1,1.760447263E0
1.141818323E1,-1.531997681E0,5.141448975E-1,6.972808838E-1,1.759989347E0
1.142068567E1,-1.517074585E0,5.610198975E-1,6.994018555E-1,1.762220638E0
1.142315759E1,-1.500030518E0,5.876464844E-1,6.951446533E-1,1.754607088E0
1.142566004E1,-1.489379883E0,5.919189453E-1,6.930084229E-1,1.746104564E0
1.142813196E1,-1.477661133E0,6.025695801E-1,6.898193359E-1,1.738511788E0
1.143060388E1,-1.463806152E0,6.174774170E-1,6.844940186E-1,1.729895625E0
1.143307581E1,-1.443572998E0,6.270599365E-1,6.770324707E-1,1.713324292E0
1.143557825E1,-1.428665161E0,6.291961670E-1,6.706390381E-1,1.699037574E0
1.143805017E1,-1.413742065E0,6.217346191E-1,6.653137207E-1,1.681625080E0
1.144055261E1,-1.396697998E0,6.068267822E-1,6.589202881E-1,1.659270920E0
1.144302454E1,-1.381790161E0,5.919189453E-1,6.472015381E-1,1.636637381E0
1.144552698E1,-1.361541748E0,5.716705322E-1,6.397552490E-1,1.609313490E0
1.144799890E1,-1.343444824E0,5.439758301E-1,6.280364990E-1,1.579614999E0
1.145047083E1,-1.324264526E0,5.013732910E-1,6.173858643E-1,1.544738495E0
1.145294275E1,-1.307220459E0,4.544982910E-1,5.992736816E-1,1.508152171E0
1.145544519E1,-1.286972046E0,4.001617432E-1,5.886230469E-1,1.470681325E0
1.145794763E1,-1.268875122E0,3.437042236E-1,5.715789795E-1,1.433484984E0
1.146041956E1,-1.246505737E0,2.840576172E-1,5.556030273E-1,1.393972743E0
1.146289148E1,-1.227325439E0,2.212066650E-1,5.374908447E-1,1.357997250E0
1.146539392E1,-1.209213257E0,1.445007324E-1,5.204467773E-1,1.324364757E0
1.146786585E1,-1.185775757E0,7.525634766E-2,5.023345947E-1,1.289987484E0
1.147033777E1,-1.162338257E0,1.240539551E-2,4.820861816E-1,1.258408202E0
1.147280969E1,-1.138900757E0,-5.470275879E-2,4.618530273E-1,1.230201424E0
1.147531214E1,-1.116531372E0,-1.036987305E-1,4.437408447E-1,1.205944306E0
1.147778406E1,-1.097366333E0,-1.505737305E-1,4.203033447E-1,1.184711028E0
1.148028650E1,-1.079254150E0,-1.910552979E-1,4.000701904E-1,1.166768103E0
1.148275842E1,-1.062210083E0,-2.219543457E-1,3.798217773E-1,1.149703690E0
1.148526086E1,-1.043029785E0,-2.464447021E-1,3.595886230E-1,1.130464551E0
1.148773279E1,-1.028121948E0,-2.411193848E-1,3.255004883E-1,1.105044735E0
1.149020471E1,-1.006820679E0,-2.070312500E-1,2.978057861E-1,1.070157981E0
1.149267664E1,-9.855041504E-1,-1.835937500E-1,2.903442383E-1,1.043659366E0
1.149517908E1,-9.748535156E-1,-1.953125000E-1,2.924804688E-1,1.036354753E0
1.149765100E1,-9.684600830E-1,-2.240753174E-1,2.839508057E-1,1.033804982E0
1.150015344E1,-9.642028809E-1,-2.251434326E-1,2.690429688E-1,1.026041364E0
1.150262537E1,-9.460906982E-1,-1.772003174E-1,2.594451904E-1,9.968948634E-1
1.150512781E1,-9.183959961E-1,-1.143646240E-1,2.519989014E-1,9.591839861E-1
1.150759973E1,-8.970947266E-1,-7.600402832E-2,2.402801514E-1,9.318208583E-1
1.151007166E1,-8.864440918E-1,-6.321716309E-2,2.285614014E-1,9.176163969E-1
1.151254358E1,-8.694000244E-1,-4.512023926E-2,2.210998535E-1,8.982078733E-1
1.151504602E1,-8.491516113E-1,-7.827758789E-3,2.125854492E-1,8.753926582E-1
1.151751795E1,-8.235931396E-1,4.330444336E-2,2.051239014E-1,8.498568994E-1
1.152002039E1,-7.937622070E-1,7.846069336E-2,1.966094971E-1,8.215046050E-1
1.152249231E1,-7.703247070E-1,8.590698242E-2,1.848907471E-1,7.968467558E-1
1.152499475E1,-7.415618896E-1,9.550476074E-2,1.784973145E-1,7.686979165E-1
1.152746668E1,-7.096099854E-1,1.104125977E-1,1.721038818E-1,7.384829173E-1
1.152993860E1,-6.787109375E-1,1.231994629E-1,1.625061035E-1,7.086853166E-1
1.153241052E1,-6.414337158E-1,1.221313477E-1,1.508026123E-1,6.701452870E-1
1.153491296E1,-6.052093506E-1,1.114807129E-1,1.412048340E-1,6.313834909E-1
1.153738489E1,-5.721893311E-1,9.230041504E-2,1.305541992E-1,5.941080677E-1
1.153988733E1,-5.381011963E-1,7.739257812E-2,1.188354492E-1,5.564749523E-1
1.154235925E1,-4.986877441E-1,7.206726074E-2,1.071166992E-1,5.151282787E-1
1.154486170E1,-4.635314941E-1,6.353759766E-2,9.753417969E-2,4.779240406E-1
1.154733362E1,-4.273071289E-1,5.288696289E-2,8.581542969E-2,4.390361047E-1
1.154980554E1,-3.921508789E-1,4.116821289E-2,7.302856445E-2,4.010116018E-1
1.155227747E1,-3.580627441E-1,4.116821289E-2,6.344604492E-2,3.659633194E-1
1.155477991E1,-3.175964355E-1,4.437255859E-2,5.386352539E-2,3.251733372E-1
1.155725183E1,-2.771148682E-1,4.223632812E-2,4.533386230E-2,2.839572444E-1
1.155975427E1,-2.344970703E-1,4.116821289E-2,3.681945801E-2,2.409136157E-1
1.156222620E1,-1.918945312E-1,4.437255859E-2,3.147888184E-2,1.994576524E-1
1.156472864E1,-1.450195312E-1,5.502319336E-2,1.977539062E-2,1.563626628E-1
1.156720056E1,-9.921264648E-2,6.993103027E-2,5.920410156E-3,1.215259210E-1
1.156967249E1,-5.659484863E-2,8.804321289E-2,-4.730224609E-3,1.047709848E-1
1.157214441E1,-7.598876953E-3,1.199951172E-1,-2.070617676E-2,1.220053967E-1
1.157464685E1,4.034423828E-2,1.519622803E-1,-3.242492676E-2,1.605352549E-1
1.157711878E1,8.508300781E-2,1.977691650E-1,-4.627990723E-2,2.202126033E-1
1.157962122E1,1.298217773E-1,2.467651367E-1,-6.225585938E-2,2.856965499E-1
1.158209314E1,1.724395752E-1,3.011016846E-1,-7.611083984E-2,3.552330101E-1
1.158459558E1,2.182464600E-1,3.586273193E-1,-8.888244629E-2,4.291213823E-1
1.158706751E1,2.661743164E-1,4.140167236E-1,-1.016693115E-1,5.025885624E-1
1.158953943E1,3.087921143E-1,4.736633301E-1,-1.123199463E-1,5.764766174E-1
1.159201135E1,3.567199707E-1,5.290679932E-1,-1.229705811E-1,6.498337039E-1
1.159451380E1,4.025268555E-1,5.738067627E-1,-1.304321289E-1,7.129478316E-1
1.159698572E1,4.440765381E-1,6.164093018E-1,-1.400146484E-1,7.725079292E-1
1.159948816E1,4.888153076E-1,6.547698975E-1,-1.474761963E-1,8.303091304E-1
1.160196008E1,5.346221924E-1,6.920471191E-1,-1.549377441E-1,8.881192534E-1
1.160446252E1,5.740356445E-1,7.272033691E-1,-1.623992920E-1,9.405929998E-1
1.160693445E1,6.102600098E-1,7.580871582E-1,-1.709136963E-1,9.880915497E-1
1.160940637E1,6.496734619E-1,7.879180908E-1,-1.762390137E-1,1.036315934E0
1.161187830E1,6.826934814E-1,8.220062256E-1,-1.773071289E-1,1.083144701E0
1.161438074E1,7.189178467E-1,8.507690430E-1,-1.762390137E-1,1.127701656E0
1.161685266E1,7.498016357E-1,8.795318604E-1,-1.773071289E-1,1.169280379E0
1.161935510E1,7.828216553E-1,8.997802734E-1,-1.751708984E-1,1.205445614E0
1.162182703E1,8.137207031E-1,9.210815430E-1,-1.773071289E-1,1.241761011E0
1.162429895E1,8.456726074E-1,9.359893799E-1,-1.773071289E-1,1.273843042E0
1.162680139E1,8.765716553E-1,9.413146973E-1,-1.826324463E-1,1.299155817E0
1.162927332E1,9.064025879E-1,9.391937256E-1,-1.826324463E-1,1.317954899E0
1.163174524E1,9.404907227E-1,9.285430908E-1,-1.858215332E-1,1.334632801E0
1.163424768E1,9.713745117E-1,9.242706299E-1,-1.922149658E-1,1.354544659E0
1.163671961E1,1.002273560E0,9.082946777E-1,-1.996765137E-1,1.367268159E0
1.163922205E1,1.038497925E0,8.965759277E-1,-2.092590332E-1,1.387845696E0
1.164169397E1,1.072586060E0,8.805999756E-1,-2.167205811E-1,1.404587122E0
1.164416590E1,1.108795166E0,8.742065430E-1,-2.284393311E-1,1.430331545E0
1.164666834E1,1.147155762E0,8.667449951E-1,-2.326965332E-1,1.456489239E0
1.164914026E1,1.180175781E0,8.667449951E-1,-2.390899658E-1,1.483652848E0
1.165161218E1,1.220657349E0,8.710174561E-1,-2.433471680E-1,1.519175308E0
1.165411462E1,1.267517090E0,8.742065430E-1,-2.433471680E-1,1.558863207E0
1.165658655E1,1.310134888E0,8.763427734E-1,-2.412261963E-1,1.594559550E0
1.165908899E1,1.354873657E0,8.752746582E-1,-2.369537354E-1,1.630317585E0
1.166156091E1,1.404937744E0,8.795318604E-1,-2.316284180E-1,1.673642161E0
1.166403284E1,1.457138062E0,8.752746582E-1,-2.263031006E-1,1.714809071E0
1.166653528E1,1.508270264E0,8.763427734E-1,-2.167205811E-1,1.757789423E0
1.166900720E1,1.562606812E0,8.742065430E-1,-2.092590332E-1,1.802710867E0
1.167147913E1,1.622253418E0,8.774108887E-1,-1.996765137E-1,1.855108280E0
1.167398157E1,1.678710938E0,8.805999756E-1,-1.900939941E-1,1.905167304E0
1.167645349E1,1.734115601E0,8.976440430E-1,-1.815643311E-1,1.961093407E0
1.167895593E1,1.793762207E0,9.232177734E-1,-1.698455811E-1,2.024539808E0
1.168142786E1,1.850219727E0,9.498443604E-1,-1.623992920E-1,2.086118615E0
1.168389978E1,1.903488159E0,9.945831299E-1,-1.560058594E-1,2.153323153E0
1.168640222E1,1.957809448E0,1.047851562E0,-1.506805420E-1,2.225694354E0
1.168887415E1,2.012145996E0,1.116027832E0,-1.474761963E-1,2.305644999E0
1.169134607E1,2.066467285E0,1.187393188E0,-1.453552246E-1,2.387743237E0
1.169384851E1,2.121871948E0,1.265167236E0,-1.453552246E-1,2.474695303E0
1.169632044E1,2.182586670E0,1.346115112E0,-1.496124268E-1,2.568675601E0
1.169882288E1,2.243301392E0,1.422821045E0,-1.549377441E-1,2.660982255E0
1.170129480E1,2.305099487E0,1.499511719E0,-1.666564941E-1,2.754957972E0
1.170376673E1,2.366882324E0,1.578353882E0,-1.794433594E-1,2.850532026E0
1.170626917E1,2.428665161E0,1.658248901E0,-2.028656006E-1,2.947771758E0
1.170874109E1,2.491516113E0,1.731750488E0,-2.241821289E-1,3.042510464E0
1.171121301E1,2.553298950E0,1.803115845E0,-2.454833984E-1,3.135414546E0
1.171371546E1,2.617218018E0,1.860641479E0,-2.753143311E-1,3.222982291E0
1.171618738E1,2.677932739E0,1.908584595E0,-3.051452637E-1,3.302594820E0
1.171868982E1,2.738647461E0,1.947998047E0,-3.370971680E-1,3.377650190E0
1.172116174E1,2.801498413E0,1.982086182E0,-3.722534180E-1,3.451902605E0
1.172363367E1,2.864349365E0,2.009780884E0,-4.042053223E-1,3.522371137E0
1.172613611E1,2.925079346E0,2.023635864E0,-4.351043701E-1,3.583365332E0
1.172860803E1,2.985794067E0,2.036407471E0,-4.617309570E-1,3.643503407E0
1.173107996E1,3.047576904E0,2.043869019E0,-4.809112549E-1,3.700864924E0
1.173358240E1,3.112564087E0,2.048126221E0,-4.894256592E-1,3.757980001E0
1.173605432E1,3.177551270E0,2.046005249E0,-4.947509766E-1,3.811528313E0
1.173855676E1,3.246780396E0,2.033218384E0,-4.883575439E-1,3.861871700E0
1.174102869E1,3.319229126E0,2.012969971E0,-4.691925049E-1,3.910175405E0
1.174350061E1,3.396987915E0,1.983154297E0,-4.404296875E-1,3.958081122E0
1.174600305E1,3.483276367E0,1.941604614E0,-4.020690918E-1,4.008079625E0
1.174847498E1,3.575958252E0,1.895797729E0,-3.594665527E-1,4.063341316E0
1.175094690E1,3.676086426E0,1.843597412E0,-3.030090332E-1,4.123624292E0
1.175344934E1,3.775161743E0,1.790328979E0,-2.433471680E-1,4.185252906E0
1.175592127E1,3.873168945E0,1.753051758E0,-1.773071289E-1,4.255122321E0
1.175842371E1,3.971160889E0,1.730682373E0,-9.634399414E-2,4.332973857E0
1.176089563E1,4.064910889E0,1.725357056E0,-1.538085938E-2,4.415947698E0
1.176336756E1,4.155456543E0,1.741333008E0,7.196044922E-2,4.506133379E0
1.176587000E1,4.239608765E0,1.778625488E0,1.657104492E-1,4.600570732E0
1.176834192E1,4.321640015E0,1.827621460E0,2.573242188E-1,4.699254023E0
1.177081384E1,4.403656006E0,1.889404297E0,3.510589600E-1,4.804714061E0
1.177331628E1,4.482498169E0,1.965042114E0,4.448089600E-1,4.914472032E0
1.177578821E1,4.560256958E0,2.047058105E0,5.385589600E-1,5.027567619E0
1.177829065E1,4.634826660E0,2.135482788E0,6.333618164E-1,5.142280826E0
1.178076257E1,4.706192017E0,2.232421875E0,7.239074707E-1,5.258896534E0
1.178323450E1,4.773315430E0,2.334686279E0,8.048706055E-1,5.374301527E0
1.178573694E1,4.838287354E0,2.435882568E0,8.858337402E-1,5.488829549E0
1.178820886E1,4.896881104E0,2.544540405E0,9.657287598E-1,5.602388995E0
1.179068079E1,4.953338623E0,2.664916992E0,1.043487549E0,5.720682857E0
1.179318323E1,5.007675171E0,2.783157349E0,1.115921021E0,5.836784660E0
1.179565515E1,5.061996460E0,2.890747070E0,1.185165405E0,5.948516103E0
1.179815759E1,5.115264893E0,2.979171753E0,1.252273560E0,6.050585783E0
1.180062952E1,5.168518066E0,3.061203003E0,1.315124512E0,6.149316654E0
1.180310144E1,5.221786499E0,3.138961792E0,1.372650146E0,6.245342568E0
1.180560388E1,5.281448364E0,3.210327148E0,1.433380127E0,6.344641504E0
1.180807581E1,5.336837769E0,3.251876831E0,1.486633301E0,6.423909936E0
1.181054773E1,5.383712769E0,3.256134033E0,1.542037964E0,6.478013052E0
1.181305017E1,5.431640625E0,3.260406494E0,1.595291138E0,6.532834316E0
1.181552210E1,5.482772827E0,3.282775879E0,1.657073975E0,6.601765635E0
1.181802454E1,5.529647827E0,3.284896851E0,1.712478638E0,6.655834696E0
1.182049646E1,5.575454712E0,3.261459351E0,1.775329590E0,6.698851207E0
1.182296839E1,5.620193481E0,3.250808716E0,1.832855225E0,6.746383502E0
1.182547083E1,5.667068481E0,3.258270264E0,1.889312744E0,6.804520037E0
1.182794275E1,5.710739136E0,3.279571533E0,1.941497803E0,6.865678745E0
1.183041467E1,5.750152588E0,3.306213379E0,1.999023438E0,6.927582291E0
1.183291712E1,5.789566040E0,3.349884033E0,2.056549072E0,6.997870537E0
1.183538904E1,5.824722290E0,3.406341553E0,2.109817505E0,7.069786590E0
1.183789148E1,5.863082886E0,3.459609985E0,2.154556274E0,7.140501027E0
1.184036340E1,5.908874512E0,3.502212524E0,2.193969727E0,7.210672210E0
1.184283533E1,5.967468262E0,3.518188477E0,2.235519409E0,7.279139691E0
1.184533777E1,6.037780762E0,3.496887207E0,2.278121948E0,7.339813095E0
1.184780969E1,6.133651733E0,3.409530640E0,2.323928833E0,7.392376343E0
1.185028162E1,6.248703003E0,3.231643677E0,2.375061035E0,7.425006734E0
1.185278406E1,6.383987427E0,2.978103638E0,2.426193237E0,7.450557722E0
1.185525598E1,6.533126831E0,2.671310425E0,2.482666016E0,7.482063627E0
1.185775842E1,6.705703735E0,2.326156616E0,2.573211670E0,7.549760625E0
1.186023035E1,6.884658813E0,1.919235229E0,2.698913574E0,7.639772596E0
1.186270227E1,7.077484131E0,1.457977295E0,2.821411133E0,7.757373279E0
1.186520471E1,7.290527344E0,1.000976562E0,2.953506470E0,7.929498313E0
1.186767664E1,7.522750854E0,5.674133301E-1,3.113296509E0,8.161271559E0
1.187014856E1,7.766708374E0,1.540832520E-1,3.280548096E0,8.432526100E0
1.187265100E1,8.034088135E0,-2.336730957E-1,3.462707520E0,8.751658051E0
1.187512293E1,8.292938232E0,-5.788116455E-1,3.680023193E0,9.091227538E0
1.187762537E1,8.550735474E0,-8.952026367E-1,3.917572021E0,9.447954035E0
1.188009729E1,8.823440552E0,-1.180679321E0,4.160446167E0,9.826312591E0
1.188256922E1,9.095092773E0,-1.393737793E0,4.390548706E0,1.019510351E1
1.188507166E1,9.379516602E0,-1.513046265E0,4.614257812E0,1.056200813E1
1.188754358E1,9.671401978E0,-1.534347534E0,4.845413208E0,1.092557860E1
1.189001550E1,9.969665527E0,-1.469375610E0,5.079772949E0,1.128527309E1
1.189251795E1,1.027645874E1,-1.353256226E0,5.327987671E0,1.165437082E1
1.189498987E1,1.057366943E1,-1.177490234E0,5.580444336E0,1.201375576E1
1.189746179E1,1.087620544E1,-9.612426758E-1,5.846771240E0,1.238549823E1
1.189996423E1,1.118513489E1,-7.236938477E-1,6.130126953E0,1.277534468E1
1.190243616E1,1.148660278E1,-4.797363281E-1,6.411361694E0,1.316350064E1
1.190493860E1,1.179339600E1,-2.262115479E-1,6.696838379E0,1.356403351E1
1.190741052E1,1.209806824E1,3.797912598E-2,6.986602783E0,1.397058753E1
1.190988245E1,1.238674927E1,3.074951172E-1,7.267822266E0,1.436479555E1
1.191238489E1,1.266479492E1,5.823211670E-1,7.536270142E0,1.474894898E1
1.191485681E1,1.292152405E1,8.529052734E-1,7.796203613E0,1.511535715E1
1.191735925E1,1.316972351E1,1.120285034E0,8.040145874E0,1.547063675E1
1.191983118E1,1.339450073E1,1.366363525E0,8.273437500E0,1.580282782E1
1.192230310E1,1.360115051E1,1.565567017E0,8.493942261E0,1.611177676E1
1.192480554E1,1.377372742E1,1.728546143E0,8.697418213E0,1.638134678E1
1.192727747E1,1.392073059E1,1.860641479E0,8.885971069E0,1.661954298E1
1.192974939E1,1.404110718E1,1.970367432E0,9.061737061E0,1.682706502E1
1.193225183E1,1.412953186E1,2.061981201E0,9.226852417E0,1.700088946E1
1.193472376E1,1.418598938E1,2.133346558E0,9.391967773E0,1.714650171E1
1.193719568E1,1.420942688E1,2.175964355E0,9.553878784E0,1.726033699E1
1.193969812E1,1.419557190E1,2.190872192E0,9.708343506E0,1.733684274E1
1.194217005E1,1.415722656E1,2.185546875E0,9.861740112E0,1.739130809E1
1.194467249E1,1.409651184E1,2.164245605E0,1.002259827E1,1.743123866E1
1.194714441E1,1.400062561E1,2.137619019E0,1.017066956E1,1.743644034E1
1.194961633E1,1.387599182E1,2.137619019E0,1.029530334E1,1.740993495E1
1.195211878E1,1.374070740E1,2.175964355E0,1.042100525E1,1.738215208E1
1.195459070E1,1.358410645E1,2.237747192E0,1.055097961E1,1.734527691E1
1.195706262E1,1.340621948E1,2.316574097E0,1.066389465E1,1.728617614E1
1.195956506E1,1.320701599E1,2.410324097E0,1.076402283E1,1.720753094E1
1.196203699E1,1.298863220E1,2.491287231E0,1.086842346E1,1.711822734E1
1.196453943E1,1.274255371E1,2.545608521E0,1.096961975E1,1.700545075E1
1.196701135E1,1.247517395E1,2.576507568E0,1.107188416E1,1.687764720E1
1.196948328E1,1.220033264E1,2.570114136E0,1.116563416E1,1.673693488E1
1.197198572E1,1.191484070E1,2.534957886E0,1.124765015E1,1.658008064E1
1.197445764E1,1.161123657E1,2.471038818E0,1.132221985E1,1.640486239E1
1.197692957E1,1.129804993E1,2.379425049E0,1.137762451E1,1.620980985E1
1.197943201E1,1.097528076E1,2.279296875E0,1.141809082E1,1.600077436E1
1.198190393E1,1.064079285E1,2.187683105E0,1.144152832E1,1.577723043E1
1.198440637E1,1.030203247E1,2.084350586E0,1.144685364E1,1.554049062E1
1.198687830E1,9.961151123E0,1.969299316E0,1.143513489E1,1.529264468E1
1.198935022E1,9.617065430E0,1.846801758E0,1.139572144E1,1.502534829E1
